lsoa,post12,post24
E01001196,18.69082516,18.69082516
E01003890,16.11857809,25.7772917
E01002360,47,46
E01001197,11.90434554,11.90434554
E01003893,16.62545384,23.47743947
E01002365,43.5,52.5
E01001198,15.88811469,15.88811469
E01003892,20.12265614,23.09936106
E01002366,45,40.5
E01001199,11.51020054,11.51020054
E01003895,12.03701458,12.03701458
E01002363,49,40.5
E01003894,18.46545126,18.46545126
E01002364,64.5,55.5
E01001840,22.28975407,22.28975407
E01003897,1.978262093,1.978262093
E01002369,49,47
E01003896,4.0316902,4.0316902
E01001842,17.95318336,17.95318336
E01003899,25.75316894,25.75316894
E01002367,39.63537245,39.63537245
E01001841,23.94424836,23.94424836
E01003898,19.78309717,19.78309717
E01002368,45,60
E01030405,82,87
E01000712,29.94634625,40.5
E01001844,27.06881395,27.06881395
E01030408,20.30807433,52
E01000713,33.01070045,34.74019725
E01001843,18.98445329,18.98445329
E01000710,24.16134631,48
E01001846,50,47
E01000711,24.11102914,40.5
E01001845,29.45049337,29.45049337
E01001859,19.83384339,26.49919797
E01003849,22.09669817,42
E01001858,16.86385272,16.86385272
E01003847,24.60979384,43.5
E01000017,36,110
E01001856,7.218084704,7.218084704
E01003848,18.45635236,47
E01000018,52,86
E01001857,15.15422002,15.15422002
E01003845,43.5,37.5
E01000019,28.5,27
E01001854,12.43640925,12.43640925
E01003846,29.60612679,46
E01001855,14.33190045,14.33190045
E01001149,39.25834447,46.5
E01003843,38.42727671,38.42727671
E01000013,50,119
E01001852,15.31380689,15.31380689
E01001148,47,62
E01003844,31.81066127,31.81066127
E01000014,48,126
E01001853,9.657605252,9.657605252
E01001147,46,47
E01003841,31.23487491,31.23487491
E01000015,51,78
E01001850,31.98777648,31.98777648
E01001146,49,59
E01003842,34.09930899,34.09930899
E01000016,47,93
E01001851,10.28689172,10.28689172
E01002397,18.54525059,46.5
E01001145,30.92733038,61.5
E01002396,34.33262041,58.5
E01001144,37.34439612,43.5
E01003840,23.58644152,23.58644152
E01000010,1.972431626,1.972431626
E01002399,30.05287528,54
E01001143,25.91466437,49
E01000011,10.51218347,10.51218347
E01002398,22.20098611,49.5
E01001142,29.09362427,46.5
E01000012,12.1139949,12.1139949
E01002393,35.56837905,48
E01001141,25.48063544,47
E01002392,27.67409344,61.5
E01001140,28.86165233,45
E01002395,33.21891661,63
E01002394,26.39241373,58.5
E01002390,51,262
E01002391,61,52
E01003839,17.27632623,17.27632623
E01003838,13.4280668,27.93895748
E01001869,6.124047413,6.124047413
E01003834,5.93616529,5.93616529
E01001865,22.29518814,26.52876367
E01000008,12.10566556,12.10566556
E01001139,35.80728369,36
E01003835,18.94652075,31.56695385
E01001866,13.26821875,15.82184598
E01000009,7.253767174,7.253767174
E01003836,13.18920663,33.59742988
E01001867,9.340730149,9.340730149
E01000006,9.380254689,9.380254689
E01003837,24.91362495,24.91362495
E01001868,11.15943024,18.99815048
E01000007,6.84108971,6.84108971
E01001136,38.47333842,46
E01003830,33.3341424,30
E01001861,26.59261974,26.59261974
E01001135,15.10727791,36
E01003831,48,27
E01001862,17.5074613,17.5074613
E01000005,7.938843642,32.42997759
E01001138,24.79658865,47
E01003832,40.5,46.5
E01001863,19.62136254,19.62136254
E01000002,16.51714922,25.86972128
E01001137,31.60928733,48
E01003833,42,36
E01001864,21.89837787,21.89837787
E01000003,11.52389074,22.44425396
E01002389,47,57
E01001132,30.27570032,46.5
E01002388,46,268
E01001131,32.34957385,45
E01000001,17.61313466,21.59370306
E01002387,53,293
E01001134,38.08058541,46.5
E01002386,43.5,253
E01001133,26.38060564,30
E01001860,23.35408781,23.35408781
E01002385,52,61.5
E01002384,47,259
E01002383,30.75874047,30.75874047
E01001130,18.58309127,51
E01002382,16.83790375,16.83790375
E01002381,29.75150642,29.75150642
E01001170,12.65635534,12.65635534
E01000035,45,77
E01003865,25.89738257,31.5
E01001874,32.57254904,32.57254904
E01000036,48,74
E01003866,17.39909234,17.39909234
E01001875,33.97317385,33.97317385
E01001169,20.00903989,20.00903989
E01000037,32.13528433,32.13528433
E01003863,12.38361298,39
E01001872,15.25969452,16.20843399
E01001168,17.555158,17.555158
E01000038,33.20656812,33.20656812
E01003864,13.59887524,33
E01001873,12.55213153,12.55213153
E01000039,37.5,48
E01003869,11.43829156,11.43829156
E01001878,33.83048455,33.83048455
E01001879,10.3366383,27.21910878
E01003867,15.76775198,15.76775198
E01001876,47,33
E01003868,14.53945671,14.53945671
E01001877,37.51532536,40.5
E01001163,33.00190414,49.5
E01001162,48,54
E01001161,39.61943586,46
E01001160,47,66
E01000030,45,42
E01001167,22.33723403,22.33723403
E01000031,39,47
E01003861,8.266058263,28.5
E01001870,10.18807369,21.05336249
E01001166,11.04931052,11.04931052
E01000032,47,31.5
E01003862,17.64552235,30
E01001871,12.4703158,12.4703158
E01001165,19.76162614,19.76162614
E01000033,36,94
E01001164,31.98801153,48
E01000034,28.5,56
E01003860,10.74393172,36
E01001158,38.51176453,40.5
E01003852,37.5,42
E01001883,11.18432267,34.23078662
E01001157,36.46411158,51
E01003853,36.75902443,43.5
E01001884,9.747040805,30.72033229
E01000027,46.5,45
E01003854,33.15297544,42
E01001885,9.44234938,28.42526059
E01000024,30,45
E01001159,43.5,52.5
E01003855,34.62532357,42
E01001886,16.08490504,22.19778982
E01000025,33,47
E01003856,37.06334203,40.5
E01001887,19.47291974,20.09773052
E01001888,19.04442736,19.04442736
E01003857,39.60294036,31.5
E01000028,49.5,52.5
E01001889,12.9681505,12.9681505
E01003858,39.5288771,39
E01000029,42,40.5
E01003859,25.75713013,34.5
E01001150,39.69262459,42
E01001152,46,51
E01001151,45,56
E01000022,40.5,50
E01001154,45,36
E01000023,34.64335381,34.64335381
E01001880,8.281101801,37.66522738
E01001153,61.5,47
E01000020,34.5,33
E01001881,5.799384149,33.45229122
E01001156,37.80730231,48
E01000021,37.70818312,37.70818312
E01001882,5.697764398,31.75333548
E01003851,30.53356029,43.5
E01001155,54,36
E01003022,25.57890497,25.57890497
E01004521,18.6055817,40.5
E01003021,21.82158338,21.82158338
E01004522,22.52226856,36
E01003020,11.44858403,11.44858403
E01004520,25.52864476,31.5
E01003026,20.69843097,20.69843097
E01003025,29.299073,31.23725566
E01003024,25.77931606,25.77931606
E01003023,29.86150491,29.86150491
E01004529,35.82438508,30
E01003029,21.96702163,21.96702163
E01003028,31.05853226,31.05853226
E01004527,33.17490217,42
E01003027,25.76170923,25.76170923
E01004528,30.28566509,36
E01004525,37.06572163,37.5
E01004526,37.61001448,37.61001448
E01004523,15.77390786,45
E01004524,10.62535615,42
E01033151,26.46144384,26.46144384
E01033150,51,50
E01033153,47,52.5
E01004530,36.93844303,36.93844303
E01004531,31.97982595,48
E01004532,26.08858728,49
E01003011,19.35690476,19.35690476
E01004533,29.51928886,49
E01003010,26.41338237,26.41338237
E01001891,13.76629715,13.76629715
E01003013,7.351091296,17.83368223
E01001890,15.46375834,15.46375834
E01001893,8.423382762,8.423382762
E01003015,4.418827752,27.05311562
E01001892,18.30578054,18.30578054
E01003014,2.967027023,22.61800424
E01004538,19.81187492,19.81187492
E01001895,10.29696372,10.29696372
E01003017,12.91857156,17.9376721
E01004539,14.78741194,14.78741194
E01001894,8.081663466,8.081663466
E01003016,13.56432916,13.56432916
E01003800,24.83276412,24.83276412
E01001897,6.379500901,6.379500901
E01003019,18.10659298,18.10659298
E01001896,9.666474276,9.666474276
E01003018,16.60249975,16.60249975
E01003802,21.85456005,21.85456005
E01004534,9.698869888,9.698869888
E01001899,4.54093698,4.54093698
E01003801,17.26110356,17.26110356
E01004535,14.91185898,14.91185898
E01001898,1.32534588,1.32534588
E01003804,27.9402944,28.5
E01004536,8.912855485,8.912855485
E01003803,21.49140788,23.3117885
E01004537,14.23648785,14.23648785
E01003805,29.44098026,46.5
E01003806,47,64
E01003807,33.69827512,30
E01003808,39.49138411,28.5
E01003809,46,48
E01003004,40.5,43.5
E01003003,40.5,24
E01004540,13.10308169,13.10308169
E01003002,46.5,43.5
E01003001,43.5,34.5
E01003000,47,46.5
E01004543,33.05191201,33.05191201
E01004544,30.25357153,30.25357153
E01004541,14.28503818,14.28503818
E01004542,29.28614247,29.28614247
E01003815,21.58517006,27
E01004547,38.14463894,38.14463894
E01003814,14.74844418,39.59351796
E01004548,32.90641706,43.5
E01003813,29.40644975,27
E01004545,33.57652294,35.51644459
E01003812,21.48169764,29.3130231
E01003009,32.44114638,32.44114638
E01004546,35.82827088,38.00140347
E01003811,15.84055042,29.31333304
E01003008,30.66636935,30.66636935
E01003810,20.88128281,35.02100828
E01003007,35.7635656,35.7635656
E01003006,29.56128687,35.12230684
E01004549,38.66886667,46
E01003005,48,37.5
E01003818,22.5726716,22.5726716
E01003819,13.54770066,13.54770066
E01003816,35.2626083,38.9556341
E01003817,57,49.5
E01004550,25.74534124,25.74534124
E01004551,9.047817475,9.047817475
E01004552,6.723936233,6.723936233
E01004553,12.00745367,12.00745367
E01004554,10.68639367,10.68639367
E01004555,12.33686398,12.33686398
E01003824,36.57112595,43.5
E01004556,10.83755489,10.83755489
E01003823,27.87770594,29.49290139
E01004557,14.24364793,14.24364793
E01003826,51,61.5
E01004558,16.80232089,16.80232089
E01003825,39,40.5
E01004559,21.54661944,21.54661944
E01003820,27.01569372,28.8284973
E01003822,30.5045474,34.5
E01003821,17.52489609,31.95672643
E01003827,38.39350195,40.5
E01003828,39,43.5
E01003829,46.5,42
E01004569,45,28.5
E01004568,49,24
E01030507,600,600
E01004567,25.59572355,31.10400429
E01001097,37.5,33
E01004566,23.48994894,23.48994894
E01001096,45,42
E01004565,15.89365019,15.89365019
E01001095,37.5,34.5
E01004564,23.10129534,23.10129534
E01001094,58,60
E01004563,18.49793055,18.49793055
E01004562,24.84372644,33.41568417
E01001099,52.5,64.5
E01004560,23.30103017,23.70586849
E01001098,57,52.5
E01032512,22.99126209,22.99126209
E01032513,20.12843982,20.12843982
E01004579,17.3006801,17.3006801
E01004575,46,36
E01004574,47,31.5
E01004577,18.30975827,18.30975827
E01004576,46,43.5
E01004571,45,27
E01004570,43.5,24
E01004573,49,40.5
E01004572,35.46555551,42
E01004580,16.36431465,16.36431465
E01004589,5.793747047,5.793747047
E01004584,21.53533892,21.53533892
E01004583,25.59124118,25.59124118
E01004582,24.99783527,24.99783527
E01004581,21.98995776,21.98995776
E01004588,2.323875973,2.323875973
E01004587,9.973834747,9.973834747
E01004586,3.080535707,3.080535707
E01004585,3.960850509,3.960850509
E01004590,11.67689816,11.67689816
E01004591,8.355124693,8.355124693
E01033135,10.79605238,25.5
E01033132,17.52608251,34.30018798
E01033133,18.92331098,18.92331098
E01004593,13.39419407,40.5
E01004592,7.981158637,7.981158637
E01004595,17.19954458,40.5
E01004594,15.91129636,45
E01004597,23.02475729,37.45898751
E01004596,22.25332806,38.59607523
E01004599,26.67404622,33.81247146
E01004598,23.90094517,37.81547936
E01033148,49,48
E01033146,17.55282551,17.55282551
E01032571,62,66
E01032572,9.406150721,23.33514601
E01032570,46.5,43.5
E01032579,10.36228858,27.87537541
E01032577,47,119
E01032575,26.21405434,28.28980122
E01032576,50,111
E01032573,8.483423935,28.19231567
E01032574,20.97335984,20.97335984
E01032566,25.70324823,25.70324823
E01032567,21.00869089,21.00869089
E01032568,32.60809463,36
E01032569,38.51988064,51
E01032562,32.22922121,38.20994687
E01032563,32.11485623,32.11485623
E01032564,26.84957853,39
E01032565,26.2184556,39.32506266
E01032584,5.621665327,24.2382457
E01032581,27,37.5
E01032580,21,16.5
E01032583,10.42912535,23.81094446
E01032582,9.380815326,16.41135747
E01004509,8.386338352,31.99338423
E01004502,4.693697492,42
E01004501,25.66608578,42
E01004504,10.26536061,46.5
E01004503,14.27151902,46
E01004506,22.42121227,30
E01004505,22.62101318,31.5
E01004508,15.30327972,15.30327972
E01004507,12.48255753,33
E01004500,19.80708312,43.5
E01004515,18.57970969,18.57970969
E01004514,11.55691963,27.71536553
E01004513,9.601087682,33.1486831
E01004512,12.81189281,29.09153747
E01004519,27.58194726,33
E01004518,18.96605246,36
E01004517,14.69444044,37.5
E01004516,21.53170978,40.5
E01004511,4.639937706,39.66479411
E01004510,16.6547831,22.66393744
E01001003,39.0364284,39.0364284
E01002413,49,77
E01001004,36.16298597,36.16298597
E01002414,28.1785992,28.1785992
E01001005,27.61200929,27.61200929
E01002411,37.70734916,37.70734916
E01001006,37.5218073,37.5218073
E01002412,28.48368753,51
E01001007,43.5,34.5
E01002417,25.95365767,45
E01001008,31.1959824,31.1959824
E01002418,39.24718167,112
E01001009,30.74509651,30.74509651
E01002415,33.37283372,61.5
E01002416,38.60715233,49
E01001000,54,45
E01002410,21.79501271,31.5
E01001001,46.5,36
E01001002,40.5,53
E01002419,33.5430634,49.5
E01021766,31.56428594,51
E01030378,17.77337793,54
E01021764,31.72622481,54
E01021765,48,57
E01002400,13.97130612,31.5
E01002401,5.609325118,40.5
E01002402,6.19063615,45
E01002403,8.875257651,46.5
E01002404,12.95671503,57
E01002405,19.68402528,45
E01002406,27.55895849,57
E01002407,36,48
E01002409,9.494488757,37.5
E01002408,15.78279477,39
E01021750,56,72
E01021752,27,47
E01000888,18.42861839,49
E01000889,9.766437876,46
E01000886,15.80761465,46
E01000887,22.63782028,46
E01021749,39,54
E01000884,34.09343861,48
E01021748,48,46.5
E01000885,38.36718606,45
E01000882,32.66126097,51
E01021746,28.68714182,28.68714182
E01000883,35.92257042,45
E01000880,38.70527597,54
E01000881,37.52079701,50
E01030393,33.78145293,46.5
E01030399,48,45
E01021744,57,56
E01021745,29.49544224,29.49544224
E01030396,59,49
E01030398,33.79672031,33.79672031
E01000897,31.42307675,47
E01000898,25.38198645,46
E01000899,32.50681572,53
E01000893,31.56674718,51
E01000894,35.04675858,47
E01000895,37.86736916,48
E01000896,30.82729825,45
E01000890,14.94775633,48
E01000891,10.36772631,52.5
E01000892,19.35909524,47
E01030388,21.55254768,49
E01030389,5.949910745,36
E01030386,14.66249949,48
E01030387,8.734691988,46.5
E01002450,37.8848267,42
E01002454,33.52426588,98
E01002453,30.50459843,38.48634292
E01002452,37.67180082,37.67180082
E01002451,34.90267923,34.90267923
E01000863,16.70235759,35.3510332
E01002458,34.04778033,63
E01000862,17.99272619,39.96481763
E01002457,20.07475233,43.5
E01000861,15.9398429,31.17302362
E01002456,25.95274768,37.33472027
E01000860,22.92435014,63
E01002455,15.80196536,40.5
E01000867,11.60462022,31.3419864
E01001910,17.09541108,17.09541108
E01000866,6.821058251,35.45082689
E01001911,13.23663703,25.30226958
E01000865,11.74602864,29.91798017
E01001912,14.01775987,28.40846473
E01000864,16.31584715,25.81122334
E01002459,25.71938964,55.5
E01001914,14.39751622,20.51289923
E01001913,15.15785983,22.45896014
E01001916,18.54794926,34.5
E01000868,18.13952675,23.52520323
E01001915,19.61099117,39.13107948
E01000869,13.13584781,30.12451122
E01001918,19.41720652,27.67860003
E01001917,22.7664726,23.72235522
E01001919,21.58398022,30.63926779
E01002441,49,51
E01002440,45,45
E01002443,46,37.5
E01000870,6.250541324,35.67093264
E01002442,45,45
E01002445,48,59
E01000872,32.18231956,54
E01002444,42,42
E01000871,35.21941796,51
E01002447,46.5,46
E01000874,33.5762628,45
E01002446,48,64
E01000873,31.16588165,52.5
E01002449,36,46.5
E01000876,24.80620064,52
E01001922,6.118863287,40.5
E01002448,31.5,48
E01000875,27.03037011,50
E01001923,10.93991124,35.10745404
E01000878,39.20297387,48
E01001920,9.55814642,43.5
E01000877,35.19167323,43.5
E01001921,8.874951443,38.58919672
E01000879,39.20212754,48
E01001927,17.62610718,24.14928868
E01001926,13.34682742,37.5
E01001925,11.36196066,38.02993655
E01001924,9.578408951,36.82115313
E01001929,8.619219551,8.619219551
E01001928,12.17426978,12.17426978
E01002432,28.37847347,48
E01002431,36.03392244,105
E01002430,16.0984667,66
E01000845,22.09263218,45
E01000844,30.31498971,46.5
E01002439,49.5,49.5
E01000843,20.58404616,64.5
E01002438,62,63
E01000842,26.63416501,48
E01002437,36.80415811,48
E01000841,2.960686736,24
E01002436,25.84742467,63
E01000840,10.68393272,28.5
E01002435,13.61109554,49.5
E01002434,13.90324716,63
E01002433,27.0468501,63
E01000848,27.48164023,45
E01000849,23.8777444,61.5
E01000846,24.40047038,46
E01000847,29.56344157,49
E01002421,38.52969952,112
E01002420,27.59469237,58.5
E01000854,19.48658779,19.48658779
E01002427,9.375634206,52.5
E01001900,8.294420462,8.294420462
E01000853,10.48478173,10.48478173
E01002426,14.37084469,48
E01001901,7.670385572,32.08499814
E01000856,10.59724425,35.54094848
E01002429,18.77824515,57
E01000855,10.431486,10.431486
E01002428,25.75872783,83
E01000850,15.04190298,15.04190298
E01002423,8.234982678,43.5
E01002422,16.41773002,63
E01000852,15.63111503,15.63111503
E01002425,17.65182085,83
E01000851,18.20745924,18.20745924
E01002424,22.90716571,74
E01001909,14.30452298,24.22335957
E01001908,16.62523028,21.11067006
E01001907,13.55066595,37.97505944
E01001906,13.19422685,35.269611
E01000857,21.29660803,47
E01001905,13.87037747,32.52995605
E01000858,12.87479873,49.5
E01001904,15.75771135,27.54113704
E01000859,18.51267887,63
E01001903,13.83218564,25.59507803
E01001902,10.70334227,29.66132598
E01003080,21.7286759,47
E01001093,37.5,42
E01003083,19.05515481,46
E01001092,45,58.5
E01003084,23.40383284,28.5
E01001091,52.5,48
E01003081,26.05044788,28.5
E01001090,39.88619322,43.5
E01003082,28.29729251,46
E01001959,33.40469118,33.40469118
E01000825,17.89108207,17.89108207
E01000824,21.29841636,21.29841636
E01001957,28.88739823,28.88739823
E01000827,16.04562552,16.04562552
E01001958,32.90581084,32.90581084
E01000826,27.53123296,27.53123296
E01000829,7.346644531,7.346644531
E01000828,19.09206602,19.09206602
E01001952,15.32237511,43.5
E01002499,28.5,60
E01001951,10.93794181,37.5
E01001950,3.398251352,37.26771021
E01001956,29.62755886,29.62755886
E01000820,29.47716171,29.47716171
E01001955,31.11039668,31.11039668
E01001954,26.95421626,26.95421626
E01000822,26.21913097,26.21913097
E01001953,1.481487149,37.09655208
E01000823,22.08868627,22.08868627
E01003077,13.82423653,13.82423653
E01001085,29.372136,42
E01002491,43.5,48
E01003076,19.30170198,19.30170198
E01001086,30,48
E01002492,37.5,47
E01003075,17.39172631,17.39172631
E01001083,29.26666253,52.5
E01002493,43.5,48
E01003074,22.1473917,22.1473917
E01001084,25.71996598,48
E01002494,29.82162473,60
E01001089,34.68377501,45
E01002495,34.33036544,48
E01002496,54,110
E01003079,22.99672093,30
E01001087,34.53312143,52.5
E01002497,47,63
E01003078,18.76205292,18.76205292
E01001088,38.79895017,51
E01002498,47,113
E01003090,16.35059045,16.35059045
E01003091,26.17937716,26.17937716
E01003092,21.85182485,21.85182485
E01001080,61.5,64.5
E01002490,31.5,66
E01003093,13.70223139,13.70223139
E01003094,13.32914919,13.32914919
E01001082,48,60
E01003095,20.95602548,20.95602548
E01001081,49,46
E01001968,32.3965728,32.3965728
E01000838,13.05572933,28.5
E01001969,8.466916088,8.466916088
E01000837,12.27805798,48
E01000836,13.44003929,38.81568935
E01000835,5.713178726,28.5
E01000839,8.218461462,36
E01001961,28.99130703,28.99130703
E01001960,25.22238199,25.22238199
E01000830,28.29276499,28.29276499
E01001963,27.4811919,27.4811919
E01002488,49.5,50
E01001962,26.22771147,26.22771147
E01002489,30,66
E01001965,17.04579938,17.04579938
E01000833,26.3271462,26.63907741
E01001964,14.00893976,14.00893976
E01000834,22.08504701,30.42624958
E01001967,28.12016824,28.12016824
E01000831,14.22399927,14.22399927
E01001966,22.50444243,22.50444243
E01000832,14.23178083,39.09978671
E01002482,60,47
E01001072,59,104
E01003086,31.94659347,51
E01002483,45,51
E01001073,49.5,57
E01003085,21.62859173,36
E01002480,52.5,63
E01001074,46.5,42
E01003088,13.48676454,13.48676454
E01002481,33.97031166,64.5
E01001075,48,37.5
E01003087,24.49814106,49
E01002486,46.5,55
E01001076,66,54
E01002487,35.78115606,55
E01001077,46,63
E01003089,26.36546767,26.36546767
E01002484,49.5,51
E01001078,51,61.5
E01002485,46.5,48
E01001079,63,52
E01001071,57,46.5
E01001070,48,60
E01000807,37.5,40.5
E01000806,3.765329259,40.5
E01001939,16.10888035,30.27911687
E01000809,37.5,25.5
E01000808,46.5,39
E01001937,16.81948779,33.14831983
E01000803,11.31224427,54
E01001938,19.46910993,28.94999935
E01000802,8.499035497,48
E01001935,16.49493829,30.15213755
E01000805,6.296418844,40.5
E01000804,16.64842211,58.5
E01001934,18.28022667,35.84475499
E01001933,15.7760185,18.46320691
E01001932,12.79145347,12.79145347
E01000800,7.81493504,39
E01030319,51,49.5
E01001931,17.26847695,17.26847695
E01000801,9.725359293,36
E01002477,49.5,63
E01001930,17.55207078,17.55207078
E01002478,37.5,49.5
E01002479,31.11672466,61.5
E01001069,59,51
E01002473,43.5,77
E01001067,47,55.5
E01002474,54,60
E01001068,49,54
E01002475,37.5,51
E01001065,37.86738699,52.5
E01002476,43.5,60
E01001066,54,48
E01001063,33.662548,39
E01003099,16.3352363,31.30516928
E01002470,12.81149458,39
E01001064,38.03069425,66
E01003098,24.91754471,26.78029889
E01002471,19.23153204,46.5
E01001061,64.5,46.5
E01003097,28.33883624,28.33883624
E01002472,49.5,49.5
E01001062,39.07427487,39.07427487
E01003096,9.800906912,9.800906912
E01001060,47,50
E01000819,35.23779466,35.23779466
E01000818,37.80626951,37.80626951
E01001946,24.70442229,24.70442229
E01000816,37.57595888,49.5
E01001947,0.817513376,38.01690478
E01000815,45,46.5
E01001948,7.220997064,39.80515587
E01000814,49,40.5
E01001949,8.602332098,35.43483086
E01000813,37.5,30
E01001943,19.78904904,19.78904904
E01000811,31.5,25.5
E01001942,19.03767722,19.03767722
E01000812,45,39
E01003999,7.669994767,36.61849333
E01001945,23.31837409,23.31837409
E01001944,14.3914461,14.3914461
E01000810,45,58
E01002468,23.864089,54
E01001058,49,63
E01002469,19.24619942,51
E01001059,49,52.5
E01003995,4.716836236,39
E01001941,15.83047513,15.83047513
E01002466,28.54907744,63
E01003998,8.324544519,38.95383259
E01001940,14.54720759,14.54720759
E01002467,13.52528641,51
E01003997,5.336513052,37.90425479
E01002464,33.05382523,45
E01001054,36.76527943,48
E01003992,10.54158675,33.79170673
E01002465,22.28476776,63
E01001055,34.00997923,55.5
E01003991,8.628909304,35.13575511
E01002462,32.88882367,32.88882367
E01001056,39.71822357,60
E01003994,2.291098608,27
E01002463,33.29814437,33.29814437
E01001057,45,64.5
E01003993,13.96443541,29.67972541
E01002460,28.52741966,205
E01001050,13.06406613,13.06406613
E01002461,32.0420405,32.0420405
E01001051,31.14864874,52.5
E01001052,28.19339112,49.5
E01003990,12.52667297,12.52667297
E01001053,51,54
E01030331,46,50
E01030330,47,46
E01030333,33.56657688,64
E01003040,16.93877439,16.93877439
E01001042,8.385304516,8.385304516
E01003032,25.4095335,25.4095335
E01001041,27.17115538,27.17115538
E01003033,27.40862322,27.40862322
E01001040,23.09748477,23.09748477
E01003030,24.43404644,24.43404644
E01003031,30.41447262,30.41447262
E01001991,35.76963667,39.75341504
E01001046,13.50759989,13.50759989
E01003036,25.25737306,25.25737306
E01001992,52,45
E01003983,10.82430163,10.82430163
E01001045,6.338007065,6.338007065
E01003037,17.39631035,17.39631035
E01003980,20.61795512,32.8064718
E01001044,9.467787229,9.467787229
E01003034,24.39865141,24.39865141
E01001990,9.617836095,35.05269284
E01003981,12.21004076,33
E01001043,3.299443718,3.299443718
E01003035,21.97124396,21.97124396
E01001995,64,56
E01003986,28.06841364,28.67416614
E01001996,39.96333112,39.96333112
E01003987,23.14749946,23.14749946
E01001049,23.80690234,23.80690234
E01001993,38.73506675,40.5
E01003984,10.18600966,10.18600966
E01001048,15.18751168,15.18751168
E01003038,18.74730115,18.74730115
E01001994,55,49
E01001047,7.559966978,7.559966978
E01003039,22.47241775,22.47241775
E01001999,15.37095644,31.21304846
E01001997,33.63966048,35.41563337
E01003988,16.33631142,16.33631142
E01001998,10.16716578,23.26322512
E01003989,17.25800067,17.25800067
E01030323,35.51073835,35.51073835
E01030322,28.66057491,28.66057491
E01030325,49.5,24
E01003051,8.599237935,8.599237935
E01003050,8.35758859,8.35758859
E01003041,23.29964304,23.29964304
E01003042,13.43286012,13.43286012
E01001031,49,51
E01003043,10.18222429,10.18222429
E01001030,49.5,43.5
E01003044,11.55872466,11.55872466
E01001033,33.66728941,33.66728941
E01003045,8.665718471,8.665718471
E01003970,14.87302303,25.99364731
E01001032,38.2021039,38.2021039
E01003046,12.06130639,12.06130639
E01003971,14.56926405,29.14519593
E01001035,12.09017869,12.09017869
E01003047,0.615283815,0.615283815
E01003972,9.333438141,33.37161021
E01001034,32.50734222,32.50734222
E01003048,9.147626777,9.147626777
E01003973,5.88988948,35.17543836
E01001037,16.49193961,16.49193961
E01030326,31.47918034,38.61777865
E01003049,5.921618228,5.921618228
E01003974,11.78952769,30.25316296
E01001036,23.62199571,23.62199571
E01003975,23.71246154,39.91381284
E01001039,28.06139814,28.06139814
E01003976,18.7579676,36
E01001038,17.7602013,17.7602013
E01030329,30.4653949,39
E01003977,28.29851824,34.38346455
E01003978,22.75824176,37.17968295
E01003979,16.91661595,38.02452881
E01030351,33.78135617,33.78135617
E01001979,4.965445391,31.5
E01030350,33.76407182,33.76407182
E01003062,30.88944488,43.5
E01003061,3.572053524,3.572053524
E01003060,6.962071121,6.962071121
E01021780,28.64235422,28.64235422
E01003058,13.34603358,13.34603358
E01001024,47,48
E01003960,12.48167811,39.08132808
E01003059,8.754026859,8.754026859
E01001970,13.79137677,13.79137677
E01001023,54,42
E01003961,12.39423893,35.45314426
E01003056,12.7898103,12.7898103
E01001022,49,63
E01003057,18.18312107,18.18312107
E01001021,46,66
E01003054,18.58268166,18.58268166
E01001020,54,49.5
E01003055,6.668133603,6.668133603
E01003052,6.83672799,6.83672799
E01003053,6.640919496,6.640919496
E01001977,13.01823123,36.00588689
E01003968,14.62838358,27.08370919
E01001978,11.87308485,43.5
E01003969,12.07768546,29.527858
E01001975,12.16268747,12.16268747
E01003966,17.23752568,29.91171544
E01001976,10.16078867,38.77938267
E01001029,45,60
E01003967,10.22459281,30.64185615
E01001973,22.95700067,22.95700067
E01001028,55,57
E01003964,21.90379464,21.90379464
E01001974,14.68404266,14.68404266
E01001027,52,63
E01001971,4.716502475,4.716502475
E01001026,48,72
E01001972,7.794248092,7.794248092
E01001025,50,63
E01003963,5.910489851,37.5000286
E01030342,61.5,48
E01003071,15.29529059,15.29529059
E01021770,600,600
E01003070,36.9626138,48
E01003073,13.06486282,13.06486282
E01003072,18.26227945,18.26227945
E01001011,23.99762662,23.99762662
E01003067,64.5,37.5
E01001010,27.98579493,27.98579493
E01003068,37.9698915,45
E01001013,19.14127543,19.14127543
E01001980,11.39103322,35.28237991
E01003069,39.85784381,49
E01003950,34.5,33
E01001012,20.92079817,20.92079817
E01001981,4.459764313,33
E01003063,35.62357639,47
E01003064,39.52248172,47
E01003065,38.55118889,49.5
E01003066,32.9136982,39
E01003955,30.18256211,30.18256211
E01001019,61.5,54
E01001986,11.56981586,38.43175234
E01003956,35.22141344,35.22141344
E01001018,49,48
E01001987,26.0203474,52
E01003957,36.09389075,36.09389075
E01001988,13.3820081,39.66916414
E01003958,31.5,30
E01001989,16.79739368,37.72712087
E01003951,48,54
E01001015,51,48
E01001982,8.736899921,38.19305538
E01003952,27.62727888,27.62727888
E01001014,18.54441749,18.54441749
E01001983,14.11543014,33.84314558
E01003953,24.82767993,24.82767993
E01001017,59,50
E01001984,20.72916497,27
E01003954,30.46336414,30.46336414
E01001016,49.5,61.5
E01001985,17.76108134,31.5
E01003936,4.154116844,38.11302794
E01004668,8.244256159,39.5896334
E01003935,13.04579117,29.85386756
E01004669,12.51917334,39
